CUSTID,性別,地区,アクセサリ合計金額,インナーウエア合計金額,バッグ合計金額,化粧品合計金額,衣服合計金額,靴合計金額,食品合計金額,合計金額
104436,"F","西区",6872,10913,7496,16815,22430,5760,3308,73594
104439,"F","東区",7305,6386,4800,11070,0,0,0,29561
104441,"M","東区",0,2244,3000,166900,27531,1980,42592,244247
104442,"M","西区",0,0,97790,47130,16850,5000,18100,184870
104443,"M","西区",0,17637,308418,41160,0,5400,0,372615
104444,"F","北区",0,0,0,222400,0,0,0,222400
104445,"F","北区",0,0,42302,0,33241,11704,41356,128603
104447,"M","東区",18424,28894,4400,120735,39830,31596,61075,304954
104448,"M","西区",3218,2800,53638,32428,1980,15848,3278,113190
104450,"F","西区",19190,39783,177196,151718,57680,39175,123671,608413
104453,"M","東区",16092,7267,24369,13048,23140,18344,22281,124541
104454,"F","東区",0,103324,0,131539,116676,21380,154136,527055
104463,"M","北区",19920,4874,0,55120,0,3800,0,83714
104464,"F","東区",0,18432,24065,49863,93844,19578,61165,266947
104467,"M","西区",0,84418,34900,18258,18530,45698,29428,231232
104468,"F","北区",0,1400,3675,53155,30740,0,0,88970
104472,"M","北区",56156,19219,8970,9203,79575,215329,10680,399132
104473,"M","東区",0,31495,27360,12381,0,22145,11545,104926
104474,"M","北区",0,0,1230,3000,3470,77700,0,85400
104476,"F","西区",3560,7980,10640,44970,2400,0,0,69550
104477,"F","西区",0,359387,39120,37122,48647,19650,74624,578550
104480,"F","北区",0,20000,0,7000,80939,0,0,107939
104485,"F","北区",0,6554,3180,11760,3840,2250,12295,39879
104486,"M","西区",4312,1180,13715,2960,0,22250,2400,46817
104487,"M","北区",0,29885,5960,31450,0,9080,37403,113778
104488,"F","東区",5049,56903,5087,5008,0,19834,39373,131254
104492,"F","西区",10925,75480,8576,12040,3880,0,30138,141039
104494,"M","北区",0,0,23764,52820,45847,13215,7670,143316
104501,"F","東区",0,0,0,13460,0,11710,7000,32170
104503,"F","北区",0,63130,2375,9360,15266,0,91950,182081
104505,"M","北区",24725,0,0,14200,43860,0,19650,102435
104506,,"北区",0,0,16563,6076,20060,4223,0,46922
104508,"M","東区",0,33480,26392,25805,4860,2556,125617,218710
104510,"F","東区",0,11508,9880,19924,21440,28841,3156,94749
104513,"F","西区",8665,0,47347,94392,2970,0,0,153374
104515,"M","東区",0,2205,0,5182,6212,0,56480,70079
104519,"F","西区",1330,9981,5700,4874,12726,0,0,34611
104520,"F","北区",0,0,28380,1134,2262,0,0,31776
104521,"F","西区",0,18230,0,13322,30086,17477,17400,96515
104523,"F","北区",0,11863,66483,57322,228540,14200,79840,458248
104525,"F","北区",1610,16074,67353,42294,4332,29864,103490,265017
104527,"M","西区",0,35283,36687,48407,48678,104736,44180,317971
104531,"F","北区",77113,217804,72043,41550,232986,43038,79954,764488
104533,"M","西区",0,63000,3400,411880,11830,2376,4860,497346
104534,"F","西区",28894,88460,16238,72771,21880,10177,0,238420
104535,"M","東区",11579,20446,0,3896,8905,5663,0,50489
104536,"M","西区",0,0,29280,0,10830,0,0,40110
104541,"M","西区",19154,47466,3800,47917,17263,22000,2940,160540
104544,"F","東区",0,0,5087,42955,1280,0,2000,51322
104545,"M","西区",16398,201549,36940,132125,125143,34546,26100,572801
104547,"F","北区",26631,41021,92925,50616,35810,1320,93421,341744
104548,"M","西区",30477,36937,17962,32810,96205,14780,7438,236609
104550,"F","北区",7192,1476,0,15997,8360,3600,8221,44846
104552,"F","北区",12635,6301,37593,19261,2892,20530,7361,106573
104555,"F","東区",0,7818,0,3554,17034,24116,7615,60137
104556,"M","西区",0,1054725,1240,0,3000,104575,1640,1165180
104560,"M","東区",1007,10497,40782,13560,208537,23679,10560,308622
104561,"F","北区",25805,20211,28086,111307,58517,19110,31640,294676
104564,"F","西区",2791,46017,0,34159,13768,51572,4022,152329
104567,"F","東区",4158,80902,51544,90180,17798,76244,23045,343871
104568,"F","西区",3680,2835,10847,25825,21776,37737,15900,118600
104569,"M","東区",5000,15075,0,0,29585,0,0,49660
104570,"F","西区",0,17940,12092,19054,23375,14149,11400,98010
104571,"M","西区",0,38393,168552,108745,42527,54222,22466,434905
104572,"F","東区",0,22496,45688,0,0,0,10480,78664
104573,"M","東区",61602,40789,0,126934,64820,62841,48754,405740
104574,"M","西区",4098,93607,74465,58186,32756,15089,6379,284580
104575,"M","北区",6935,25748,22369,37221,9516,54928,10188,166905
104576,"F","東区",0,14175,0,3894,1518,2200,7840,29627
104578,"F","西区",0,22270,5420,7128,13678,7310,7640,63446
104580,"F","北区",0,0,2873,4577,0,1296,0,8746
104581,"F","西区",0,15514,7868,27687,7772,9661,61198,129700
104582,"M","東区",3680,12610,31160,27052,32400,0,4200,111102
104587,"M","北区",0,0,0,29000,86070,0,292240,407310
104588,"F","東区",0,8028,1885,10065,2130,1360,0,23468
104589,"F","東区",0,0,13415,54200,9476,0,15000,92091
104595,"M",,29418,17450,0,35434,342618,1080,104135,530135
104596,"F","東区",0,0,0,0,12008,2954,17880,32842
104597,"M","北区",0,0,7370,0,9562,0,7846,24778
104598,"F",,322012,159244,44400,24256,51914,25300,304395,931521
104600,"M","北区",0,6838,0,15165,1670,0,0,23673
104604,"F","北区",17150,0,3500,36300,34100,4500,13230,108780
104607,"F","北区",0,31874,58180,367584,157495,0,2800,617933
104609,"M","東区",5984,7600,0,2609,1628,0,0,17821
104611,"F","北区",0,11332,1300,0,1050,2356,0,16038
104614,"F","西区",0,4888,0,0,0,0,0,4888
104615,"F","北区",0,4544,0,0,0,0,0,4544
104616,"F","東区",0,0,4980,0,16958,0,3660,25598
104617,"F","西区",0,27042,37760,278370,132253,120456,0,595881
104619,"M","北区",0,6110,0,0,0,0,0,6110
104620,"F","西区",20550,413585,3720,106745,42664,9970,23114,620348
104622,"F","東区",5570,10379,23950,27970,36386,0,0,104255
104623,"M","北区",0,0,81152,3300,22820,0,14580,121852
104624,"M","西区",12220,2222,0,3000,74299,0,0,91741
104631,"M","西区",3386,2138,3240,22000,31670,0,11008,73442
104634,"M","東区",0,2958,40389,15300,27164,0,12563,98374
104637,"F","北区",0,7075,0,5450,2190,0,0,14715
104640,"F","東区",17807,73873,32360,11752,353148,2100,169229,660269
104644,"M","東区",0,7032,10640,52970,0,4900,7700,83242
104646,"F","北区",6800,12370,1200,7562,82660,11200,0,121792
104648,"M","東区",3490,22725,10384,49500,29450,23790,16150,155489
104650,"F","西区",0,0,13700,28180,93613,7980,0,143473
104651,"F","東区",0,5110,0,3900,0,3000,13808,25818
104652,"M","東区",0,8524,5906,110324,188690,11500,18000,342944
104655,"F","北区",33003,38313,0,0,12834,28792,0,112942
104656,"F","西区",10372,19845,3600,0,0,0,9644,43461
104661,"M","東区",0,14830,0,0,16356,0,43825,75011
104665,"M","西区",9370,42163,91585,49368,0,74923,30133,297542
104666,"M","西区",0,0,0,20433,48600,0,0,69033
104667,"M","北区",28816,177681,67240,12919,103577,40118,16405,446756
104670,"M","西区",0,0,18800,36236,2250,10500,0,67786
104671,"M","北区",6780,27570,23600,3600,19504,162630,3600,247284
104672,"F","東区",0,5299,10600,23925,26700,15105,0,81629
104673,"M","西区",10623,3875,0,6000,0,3622,6010,30130
104676,"F","北区",0,6867,0,0,24944,3960,0,35771
104678,"M","東区",0,4625,12996,18590,9424,21856,24654,92145
104679,"F","東区",0,2070,0,65224,2518,15620,0,85432
104680,"F","西区",0,19460,0,12320,3980,0,13959,49719
104684,"F","西区",0,1900,0,7773,11144,33470,19770,74057
104685,"F","北区",0,21840,59029,2367,1510,1264,0,86010
104686,"F","北区",0,10464,1500,19440,6776,1317,30690,70187
104689,"M","東区",1260,28747,2602,143313,30150,3690,4576,214338
104691,"M","北区",49595,0,12320,43085,0,31877,51507,188384
104697,"M","東区",87560,148500,1206,84366,28441,24918,20249,395240
104703,"M","北区",0,46109,52887,52417,6024,3245,75630,236312
104704,"F","西区",30216,6750,12635,2980,0,8400,17403,78384
104707,"M","北区",0,41115,16094,22646,19190,0,24861,123906
104708,"F","東区",5572,54578,22418,43589,30162,12446,26088,194853
104713,"M","東区",9040,5631,2400,68905,248360,1850,86991,423177
104716,"F","北区",,0,0,50700,33600,0,8700,93000
104717,"M","北区",0,19460,11885,8605,0,7494,1470,48914
104719,"M","西区",6300,112920,0,0,0,60600,0,179820
104721,"F","東区",0,0,0,0,46500,3950,10317,60767
104722,"M","北区",39443,48590,9135,19616,49898,0,15095,181777
104723,"M","北区",3810,23495,3397,8798,16256,0,0,55756
104725,"F","東区",0,1392,52883,36183,203923,13286,0,307667
104729,"M","北区",0,0,0,5865,7440,11130,54050,78485
104730,"F","西区",4240,0,2880,31582,5010,98012,0,141724
104731,"F","北区",0,49529,0,37330,93360,25700,11357,217276
104732,"M","北区",33948,19804,0,34860,14830,32400,0,135842
104736,"F","東区",16024,14535,54334,128180,5960,41948,112711,373692
104738,"M","西区",72977,34006,77692,15282,0,50962,4228,255147
104739,"M","北区",7425,4990,15745,17856,30292,23209,1800,101317
104741,"F","東区",1256,9135,1697,10580,0,3340,0,26008
104745,"M","北区",0,99220,1128,301020,31806,0,144792,577966
104746,"M","東区",0,3200,22366,9078,14118,13123,4375,66260
104748,"M","西区",2650,6370,2700,61769,0,20230,22685,116404
104751,"F","北区",0,0,8130,26971,75115,1592,16460,128268
104753,"F","東区",0,0,30490,21376,19350,2490,14225,87931
104754,"M","北区",0,0,3140,25300,10783,0,0,39223
104755,"F","西区",0,5196,0,1300,13290,12113,1880,33779
104756,"F","北区",0,15172,0,9450,3800,0,5805,34227
104758,"M","東区",1206,0,0,30780,8043,1121,6870,48020
104759,"M","北区",0,29500,0,8122,63500,1600,1786,104508
104761,"F","北区",0,0,9873,12704,20659,5880,0,49116
104763,"F","北区",8190,0,3800,10080,1545,0,0,23615
104768,"M","東区",7130,43564,22400,90440,74032,126312,0,363878
104769,"M","西区",1047,28539,30800,64562,28212,31664,20047,204871
104771,"F","東区",0,1800,10000,43615,10512,1360,3942,71229
104772,"M",,0,0,0,0,29480,0,0,29480
104776,"M",,11475,28952,16156,15752,12700,39240,4250,128525
104778,"F","西区",59928,27260,0,14589,10720,5210,0,117707
104779,"F","北区",37503,37246,173010,115860,51448,75681,102644,593392
104780,"M","北区",0,64713,70965,16300,67600,4500,0,224078
104788,"F","東区",0,5340,0,3406,16965,4460,28680,58851
104790,"M","東区",0,72550,8944,35799,32666,6390,6650,162999
104791,"F","西区",0,3600,0,1960,13474,5690,0,24724
104797,"F","西区",7430,32576,5060,20835,27835,91147,3800,188683
104798,"M","西区",0,13810,13090,4880,2415,12180,25500,71875
104800,"M","北区",0,1368,14719,11234,36723,0,6663,70707
104802,"M","西区",0,129529,69720,51408,14830,0,0,265487
104803,"F","東区",0,6025,23963,55556,7968,39510,15459,148481
104804,"M","西区",13846,98148,6606,12116,11190,17000,0,158906
104805,"F","西区",0,129840,4728,11210,27970,7660,4548,185956
104809,"M","東区",0,0,0,2875,50560,0,0,53435
104815,"M","東区",22765,10367,0,3960,11540,13000,39000,100632
104818,"M","西区",0,4950,14475,7600,8774,0,32512,68311
104819,"M","西区",,4266,7320,8541,0,6408,0,26535
104821,"M","西区",10154,60276,13585,169265,116298,30132,26970,426680
104823,"F","東区",0,8517,31811,3888,2208,56901,5973,109298
104825,"M","西区",0,0,0,0,39775,0,0,39775
104826,"F","北区",9750,71730,21929,18047,104657,70711,42813,339637
104827,"M","北区",9168,17837,74573,19013,10886,11358,4290,147125
104829,"F","西区",10259,16069,1800,88883,26752,5000,46720,195483
104833,"F","北区",7085,32860,0,22620,10694,3806,7226,84291
104834,"F","東区",0,5232,7620,54400,25220,0,37171,129643
104838,"M","北区",16283,26990,0,116600,422490,8500,0,590863
104843,"M","東区",12343,23699,0,10266,16620,15793,10340,89061
104845,"F","東区",0,38317,0,8106,27000,0,2550,75973
104846,"M","西区",12628,0,0,0,17225,0,0,29853
104847,"M","東区",0,0,0,15520,56772,6900,2900,82092
104848,"M","北区",3077,29632,166937,148249,145689,35945,61290,590819
104851,"M","北区",7560,0,0,20040,44500,1980,32900,106980
104852,"F","西区",1488,37196,36013,57295,29245,33020,40120,234377
104853,"F","東区",0,16200,7992,1320,0,12800,2980,41292
104855,"M","東区",,16970,13900,1780,31225,0,8320,85321
104856,"F","西区",5703,3385,1980,17679,4105,0,0,32852
104858,"M","北区",54944,42937,18572,187626,124193,22418,64565,515255
104859,"M","東区",0,0,4677,5560,0,0,6425,16662
104862,"M","東区",4845,88669,33880,93878,68302,100736,0,390310
104865,"F","北区",0,0,3500,18050,7450,0,2760,31760
104867,"M","東区",31353,77416,350894,166184,117981,75460,206576,1025864
104868,"F","西区",0,4924,0,139069,18240,11216,0,173449
104871,"M","東区",22349,31783,123022,41966,109918,67739,69201,465978
104872,"M","東区",0,8480,15314,33850,24523,4180,33060,119407
104874,"F","西区",0,21700,26430,80546,6084,88615,52707,276082
104876,"M","東区",6914,154950,2850,57417,28271,57313,16836,324551
104879,"M","西区",80477,13727,27132,52459,0,21460,6822,202077
104880,"M","西区",14820,16201,29056,22992,35541,2300,1088,121998
104881,"F","北区",0,29550,0,9880,19923,7960,0,67313
104882,"M","北区",0,0,0,196999,0,0,2760,199759
104883,"M","北区",0,4240,6277,27120,7880,10281,0,55798
104886,"M","東区",0,14370,5540,91929,27542,50480,0,189861
104888,"M","東区",0,3250,0,53754,22444,0,0,79448
104890,"F","北区",0,8150,7435,9630,7750,0,0,32965
104891,"M","北区",0,10659,6840,11705,7318,8182,12737,57441
104892,"F","北区",1970,84640,75369,79285,45826,51001,85529,423620
104895,"F","東区",0,40201,0,25740,27000,0,4780,97721
104899,"F","西区",0,0,0,204432,127900,64040,7090,403462
104902,"M","西区",0,12786,6615,34256,13242,29075,7572,103546
104905,"M","西区",9960,6630,16512,2881,25403,5500,18853,85739
104906,"F","東区",0,22382,0,38674,13557,28152,5856,108621
104907,"F","西区",0,28846,4357,85587,20035,15100,2477,156402
104908,"F","北区",25810,0,0,69105,47270,0,24750,166935
104911,"F","西区",3920,40249,4400,17062,53354,6960,4320,130265
104912,"F","北区",0,18785,26520,52566,53052,0,0,150923
104913,"F","北区",36530,6600,0,54721,74511,13922,9141,195425
104914,"M","東区",16661,13915,19218,29625,30413,6593,0,116425
104915,"M","西区",9645,5980,0,10400,0,0,23800,49825
104916,"M","西区",44980,0,0,115000,0,0,22846,182826
104921,"M","西区",25803,50911,59926,149957,59623,12126,4765,363111
104922,"F","西区",5985,0,3600,0,16389,0,0,25974
104924,"F","西区",0,0,9800,0,0,0,50145,59945
104925,"F","東区",0,0,3456,24480,2058,4354,0,34348
104928,"F","東区",0,9680,0,7560,3000,3860,0,24100
104929,"F","西区",0,4215,0,0,1152,15781,0,21148
104931,"M","北区",4370,12073,4970,16742,27666,15570,48170,129561
104932,"M","東区",0,0,0,0,52700,7780,0,60480
104933,"M","北区",0,0,12600,0,17050,0,7075,36725
104935,"M","東区",0,46978,0,0,0,0,0,46978
104936,"F","北区",0,5050,1196,4324,29368,0,0,39938
104939,"F","東区",51740,6039,170440,27506,38521,9524,22330,326100
104940,"M","西区",55075,211246,16034,70490,181994,79924,69986,684749
104941,"F","北区",15562,13900,18904,0,80727,0,0,129093
104942,"M","西区",194210,629486,254593,209278,399988,129766,269980,2087301
104943,"M","北区",3418,13070,4260,36609,49643,19499,14521,141020
104947,"F","西区",15220,2000,3200,1500,0,0,1484,23404
104948,"F","北区",35609,350383,41049,92421,177507,563160,36714,1296843
104949,"M","北区",12570,4266,0,114453,32191,24790,4899,193169
104950,"F","西区",0,9520,6858,15439,0,25061,0,56878
104954,"F","西区",2520,76005,6402,35100,72113,9292,52221,253653
104957,"M","北区",,2455,7175,7076,0,9267,15489,41462
104958,"F","北区",0,0,11636,1640,0,54080,14060,81416
104960,"M","西区",3875,3875,0,0,26870,0,0,34620
104961,"F","東区",0,0,0,0,55812,0,0,55812
104963,"M","東区",0,4000,3200,17540,13334,59480,2610,100164
104967,"M","北区",5292,84369,2000,53184,97478,7823,45981,296127
104971,"F","東区",0,11944,4921,70942,33001,34530,4808,160146
104972,"F","北区",0,0,2880,0,24920,14750,3890,46440
104973,"F","西区",0,10890,0,0,31520,3506,12820,58736
104974,"F",,9180,14194,26068,12568,9780,3030,0,74820
104975,"F","西区",3100,0,6900,11880,3200,8770,7200,41050
104976,"M","西区",11925,31318,24705,3880,47991,9440,176719,305978
104977,"F","北区",32683,160419,151066,158671,41105,9100,11100,564144
104978,"F","東区",0,0,76780,0,0,0,0,76780
104979,"M","西区",0,0,9716,76040,5680,0,10930,102366
104980,"F","北区",0,12920,10761,35158,0,0,21395,80234
104986,"M","東区",0,1690,5860,13946,2130,53851,0,77477
104989,"M","西区",0,9849,0,10180,12984,7110,5177,45300
104992,"F","東区",19335,36704,27597,79979,25279,12735,28206,229835
104993,"F","西区",0,0,3400,40107,4260,41305,15861,104933
104996,"F","西区",12400,12000,0,27750,6430,8380,0,66960
104997,"F","西区",0,8050,10355,9752,2800,0,10880,41837
104999,"F","北区",0,0,1200,15471,3628,19570,0,39869
105000,"F","北区",3353,99509,12109,39536,111621,117841,87583,471552
105004,"M","西区",4180,4950,12320,29530,17600,7060,13800,89440
105005,"F","東区",4240,56717,249133,45240,37992,34722,11052,439096
105006,"F","北区",0,9853,22419,95534,15491,0,0,143297
105007,"M","西区",0,34840,2250,15900,7980,14080,6285,81335
105009,"F","東区",0,0,0,13900,7170,1330,0,22400
105010,"M","北区",33470,65560,91048,47104,301854,52659,67535,659230
105018,"M","北区",2660,0,0,1506,5508,1150,4696,15520
105019,"F","東区",0,13559,0,0,223785,0,2960,240304
105020,"F","西区",0,6224,28230,68821,6217,25394,8315,143201
105023,"M","北区",0,25487,0,18410,3524,0,8252,55673
105025,"F","北区",3539,9943,7600,38408,2569,41701,7231,110991
105026,"M","東区",0,24000,1020,31750,39741,32100,0,128611
105027,"M","西区",3159,1596,16678,72756,50593,39660,7163,191605
105029,"F","西区",0,0,0,0,0,0,7264,7264
105030,"M","東区",13400,2660,8531,1692,29854,0,0,56137
105031,"F","北区",0,0,2520,36378,6200,0,0,45098
105032,"M","西区",18400,3825,0,0,43965,0,0,66190
105033,"F","西区",112152,70360,90998,37291,136516,137869,39248,624434
105035,"F","北区",0,3226,0,3480,2680,2000,2390,13776
105036,"M","西区",0,0,5780,4650,0,0,3063,13493
105038,"M","北区",0,36983,3000,25661,6360,34400,13660,120064
105040,"M","東区",0,4830,1216,12266,16638,20063,16415,71428
105041,"M","西区",0,9471,0,9553,0,2900,16001,37925
105043,"M","西区",14650,30171,5480,6400,23586,1980,6462,88729
105045,"M","西区",0,39433,0,20879,3280,10427,0,74019
105048,"F","東区",0,45580,36252,16025,3063,71409,5752,178081
105049,"M","北区",0,27790,7330,31091,46390,11050,0,123651
105052,"F","北区",43657,78810,29258,80151,65330,6210,47458,350874
105054,"F","東区",0,96140,0,10357,1820,22392,0,130709
105055,"M","北区",36506,56916,6210,240014,72877,21074,171350,604947
105057,"M","西区",3434,7474,1200,15170,11380,5627,3260,47545
105058,"F","西区",0,0,0,227600,0,0,0,227600
105059,"F","西区",0,31438,10996,14257,19184,19204,19998,115077
105061,"F","北区",12400,0,0,36240,6428,0,0,55068
105063,"F","西区",0,9846,11324,4905,9221,8550,0,43846
105065,"M","西区",0,46770,0,14374,12032,0,0,73176
105067,"M","東区",0,0,2557,21463,3781,5430,0,33231
105068,"M","西区",403147,71385,51803,1087350,773102,68632,550477,3005896
105071,"M","東区",0,99244,6158,116412,13423,109700,21208,366145
105073,"F","北区",0,3472,1944,2640,6550,5635,0,20241
105076,"M","北区",0,19783,18240,30516,3500,4990,0,77029
105077,"M","北区",0,25290,6160,0,0,35200,0,66650
105078,"F","西区",9224,5037,1240,14640,7660,0,22400,60201
105084,"F","東区",49605,0,0,10740,0,5000,0,65345
105090,"F","北区",0,64240,0,0,0,0,0,64240
105092,"F","東区",0,1260,2050,4864,0,10867,6300,25341
105093,,"東区",39309,14508,28796,41933,10285,183886,13773,332490
105095,"M","東区",18122,3250,5662,12894,11420,48433,25450,125231
105097,"F","東区",19334,15520,9500,3519,15097,0,49870,112840
105098,"F","西区",19631,15906,0,19710,27258,2740,14240,99485
105100,"F","西区",0,0,53430,35670,0,37620,11880,138600
105102,"F","北区",2980,28936,35275,7112,17276,6600,19180,117359
105104,"M","北区",1313,1180,9268,48404,14791,0,53300,128256
105106,"M","北区",0,8987,4169,13396,17802,15380,5055,64789
105108,"F","北区",1995,0,0,0,53699,2802,0,58496
105109,"F","西区",37080,49677,72234,112329,50390,31094,48779,401583
105111,"M","北区",6300,0,2700,4692,13950,0,0,27642
105113,"F","西区",0,8082,0,0,28323,16620,0,53025
105115,"M","北区",0,6211,1200,21046,28728,7000,0,64185
105116,"F","東区",0,10041,13315,0,0,58232,0,81588
105117,"F","北区",7061,2120,6850,141825,42320,216368,25399,441943
105118,"M","東区",0,0,0,16169,18740,0,76170,111079
105119,"F","西区",0,12756,11332,15930,110681,5954,21540,178193
105120,"F","東区",0,10325,5335,10604,13076,6925,3688,49953
105122,"M","東区",0,1200,0,0,2680,13110,0,16990
105124,"F","北区",4770,69843,4950,140915,74428,291750,4250,590906
105127,"F","東区",0,97159,43605,109173,11677,24396,27650,313660
105128,"M","東区",24120,62045,22470,77352,79402,49026,20392,334807
105129,"M","東区",8044,1400,16723,18833,33620,5430,2740,86790
105131,"M","北区",0,0,0,90680,0,12820,0,103500
105135,"F","西区",20411,27735,39559,65780,24200,21403,21340,220428
105137,"F","東区",0,12907,7000,1200,23330,0,6000,50437
105138,"F","北区",0,0,0,18427,6040,0,7848,32315
105141,"M","東区",0,25594,15670,98886,3729,22029,30040,195948
105142,"F","北区",4504,0,0,18080,67970,0,25566,116120
105143,"F","北区",11475,22280,19200,2505,6880,2112,4480,68932
105144,"F","北区",1844,33157,26580,42120,13070,99590,0,216361
105145,"F","東区",0,47681,3875,52488,9813,15621,8431,137909
105152,"M","東区",6720,1196,1370,31920,3680,29320,0,74206
105153,"F","西区",0,0,24000,0,46320,10440,11490,92250
105154,"M","北区",0,1536,6816,10380,9480,29000,0,57212
105156,"M","北区",0,267734,7871,11509,3781,45373,6462,342730
105160,"F","西区",7456,14924,46261,47978,54885,54854,29623,255981
105161,"M","北区",6157,8410,5385,0,6170,0,2312,28434
105163,"M","東区",0,0,0,0,58900,0,0,58900
105164,"F","西区",0,1115,0,0,16240,0,45290,62645
105167,"M","東区",5130,2720,1200,46456,4814,13311,1296,74927
105170,"M","東区",35852,45022,1440,130910,32126,128222,7950,381522
105171,"F","北区",5985,19560,3550,28565,6915,15142,53320,133037
105173,"F","北区",52500,27702,30164,27630,44267,0,1240,183503
105179,"F","西区",0,0,20860,2200,26864,4370,16920,71214
105185,"M","北区",78970,50295,7735,185173,29084,18615,3600,373472
105188,"F","西区",63918,12950,7540,112377,41685,3373,10450,252293
105190,"M","東区",4450,19267,4590,29351,1250,0,26360,85268
105191,"F","西区",0,5090,18219,80500,16470,5943,13336,139558
105192,"M","北区",2185,3993,1145,6500,0,5368,4082,23273
105193,"M","北区",0,81096,0,0,15330,0,0,96426
105194,"M","東区",12005,10057,10087,3740,5564,0,26051,67504
105195,"F","東区",0,14322,13189,229569,6210,119000,5693,387983
105201,"M","西区",19040,33130,2730,325960,0,0,3360,384220
105202,"F","西区",2518,18931,1374,5834,1356,1330,1221,32564
105203,"F","北区",0,7870,0,25085,1800,0,0,34755
105204,"M","西区",0,0,25695,22773,27267,16299,5123,97157
105206,"M","北区",80327,224958,131657,282820,67506,354704,281392,1423364
105207,"F","北区",7384,8090,11350,1632,17980,8046,1575,56057
105209,"F","北区",14366,34077,29542,23094,20142,37433,5814,164468
105210,"M","西区",15492,28490,12450,106071,2250,7000,0,171753
105211,"F","北区",5311,25940,0,54760,3570,0,0,89581
105212,"M","東区",10347,12678,76938,7598,31175,3055,254702,396493
105214,"M","北区",7575,19673,0,0,17490,15870,156946,217554
105216,"M","西区",7388,29916,1310,15793,0,12780,1330,68517
105218,"M","東区",0,13129,0,3860,9870,5000,1653,33512
105221,"F","東区",27953,40228,0,33935,0,1360,15380,118856
105222,"F","東区",0,26895,0,1533,21900,16383,10472,77183
105224,"F","東区",0,0,0,39758,0,7851,16514,64123
105228,"M","西区",0,0,8598,18754,7520,13950,33581,82403
105230,"M","西区",0,0,0,14972,19099,18304,17760,70135
105231,"F","西区",10634,0,62615,30688,1900,40379,31005,177221
105232,"M","西区",0,4933,1860,27200,0,0,41796,75789
105236,"M","西区",11040,26450,40950,46813,7720,2520,7128,142621
105237,"M","北区",3240,0,1700,17109,11640,15870,6910,56469
105244,"F","東区",47808,122036,15875,23719,259996,26352,11834,507620
105245,"M","東区",41597,148713,38285,93051,291926,66334,45135,725041
105246,"M","北区",0,13868,5340,14475,18474,16560,4780,73497
105247,"F","西区",4640,37829,1395,14808,56228,24616,4176,143692
105253,"F","西区",39100,6190,4890,1100,48820,37560,23102,160762
105257,"F","西区",0,0,0,0,9300,2160,8424,19884
105258,"M","西区",15000,0,5700,2875,12948,0,0,36523
105260,"M","西区",1050,31164,21726,44720,115583,3569,11200,229012
105262,"M","北区",0,5080,15637,83991,11663,27080,1330,144781
105264,"M","東区",9882,25129,45796,46961,17208,57284,61880,264140
105268,"M","東区",0,0,11520,33627,19063,3450,20594,88254
105269,"M","東区",0,0,4190,6950,5985,0,12161,29286
105270,"F","北区",0,0,0,1792,78972,2050,0,82814
105274,"M","北区",12451,8583,25860,57569,14929,5510,40256,165158
105275,"F","北区",37766,25537,17308,73800,69141,25361,12371,261284
105276,"M","西区",0,1710,5035,16365,0,3990,0,27100
105277,"M","東区",0,33248,0,54220,24220,11740,11720,135148
105278,"F","西区",18530,2950,0,22521,8850,7171,3420,63442
105279,"F","北区",19257,11024,32262,74949,32338,142472,48200,360502
105281,"M","西区",0,15240,1360,33178,2800,1093,0,53671
105285,"F","西区",0,0,11520,30318,8360,22397,0,72595
105287,"F","北区",3400,9392,104075,47944,4270,11912,45598,226591
105289,"M","北区",0,30946,0,32775,24056,6780,7600,102157
105294,"M","北区",11250,3816,13220,12076,25860,94641,3935,164798
105296,"F","北区",0,162174,0,3360,3560,306005,0,475099
105297,"F","北区",0,0,9400,0,11080,16260,0,36740
105298,"M","西区",0,1900,35360,30499,22780,3560,0,94099
105299,"M","東区",19640,95350,0,41526,0,37760,54120,248396
105300,"M","西区",13190,4700,0,8300,11295,3060,0,40545
105301,"F","西区",0,0,0,34200,0,241750,0,275950
105303,"M","北区",8884,0,0,1980,11240,0,1135,23239
105304,"M","西区",0,0,0,0,46548,0,0,46548
105307,"M","西区",6097,0,3300,8980,9540,0,46078,73995
105310,"F","西区",0,8760,8200,23200,15370,1100,0,56630
105312,"M","東区",14900,51591,27403,156791,21900,69360,21639,363584
105314,"F","北区",0,3132,0,168508,7067,5160,1800,185667
105317,"M","西区",220461,87674,86724,94883,144908,40715,7436,682801
105318,"F","西区",0,0,63360,0,0,0,0,63360
105319,,"東区",0,9900,0,21858,33500,0,0,65258
105322,"F","西区",,0,13650,8544,5294,20125,82923,130536
105323,"F","北区",16614,64965,27101,182555,22760,36224,3648,353867
105324,"F","北区",99857,7580,0,35070,27860,11000,64800,246167
105325,"F","西区",10219,57480,8663,24075,0,15521,14102,130060
105326,"F","西区",0,11800,8180,31519,7340,15635,4613,79087
105329,"F","北区",0,5130,2220,7500,3040,5180,0,23070
105331,"F","西区",0,78990,0,19223,1020,99236,24662,223131
105334,"F","北区",7558,0,13328,7360,2805,1100,12720,44871
105335,"F","東区",10875,21092,12320,47965,48497,11724,27818,180291
105337,"M","西区",0,0,0,2076,9900,0,9180,21156
105339,"M","東区",0,0,5390,7615,0,24720,10350,48075
105342,"F","東区",10875,15314,0,19034,45813,5600,24033,120669
